ID,Year,Keywords,Type,Cites
2.48E+11,2007,goal formalisation;artificial intelligence in law;legal engineering;using legislation;teleological method,wos,0
2.48E+11,2007,evolutionary computation;artificial intelligence;differential evolution;global optimization,wos,93
2.48E+11,2007,artificial intelligence;feedforward neural networks;multilayer perceptrons (mpls);neural networks,wos,11
2.48E+11,2007,artificial intelligence;discrete event systems;fuzzy discrete event systems;fuzzy logic;hiv/aids treatment,wos,21
2.48E+11,2007,computer games;artificial intelligence;real-time strategy;reinforcement learning;dynamic scripting;evolutionary algorithms;knowledge acquisition,wos,12
2.48E+11,2007,computer security;data mining;log analysis;intrusion detection;artificial intelligence,wos,0
2.48E+11,2007,customization;clothing;parametric measures;artificial intelligence;flatness measurement,wos,21
2.48E+11,2007,virtual reality;artificial intelligence;crowd simulation,wos,6
2.48E+11,2007,intelligent systems;artificial intelligence;soft computing;automotive industry,wos,28
2.48E+11,2007,artificial intelligence;restoration of images;neural networks,wos,0
2.48E+11,2006,micro manipulation;artificial intelligence;neural networks;friction compensation;micro scaling forces;micro object pushing,wos,0
2.48E+11,2007,data mining;artificial intelligence;fuzzy sets;knowledge generation;rules optimization,wos,0
2.48E+11,2006,artificial intelligence;mobile agents;mobile agents system;networks;tracy,wos,0
2.48E+11,2007,artificial intelligence system;natural language processing;web services;.net,wos,0
2.48E+11,2007,wireless sensor networks (wsns);artificial intelligence;intelligent sensors;energy efficiency sensors,wos,0
2.48E+11,2007,artificial intelligence;pattern recognition;tibetan dzis;mind imprints,wos,0
2.48E+11,2007,artificial psychology;kansei engineering;artificial intelligence;affective computing,wos,2
2.48E+11,2007,model inversion;adaptive control;artificial intelligence;twin rotor,wos,15
2.48E+11,2007,artificial intelligence;machine ethics,wos,8
2.48E+11,2007,integration;holistic artificial intelligence;large-scale architectures;scientific progress,wos,4
2.48E+11,2007,ai;artificial intelligence;brooks;central control;computationalism;function;embodiment;grounding;representation;representationalism;subsumption architecture,wos,5
2.48E+11,2007,multimedia;artificial intelligence;performance;stage;variable;virtual,wos,0
2.48E+11,2007,terms-artificial intelligence;data mining;decision trees;distributed generation;power system protection;power systems,wos,24
2.48E+11,2007,artificial intelligence;logic programs;stable models;consistency property;fc-normality,wos,1
2.48E+11,2007,interactive narrative;artificial intelligence;planning;cognitive models;suspense;discourse generation,wos,7
2.49E+11,2007,artificial intelligence;game engines,wos,0
2.49E+11,2007,case-based reasoning;artificial intelligence;snow clearance,wos,0
2.49E+11,2007,prehospital triage;trauma;elderly;classification tree;data mining;artificial intelligence;emergency medical services,wos,12
2.49E+11,2006,artificial intelligence;games;genetic algorithms;neural network applications,wos,0
2.49E+11,2007,gst protein;support vector machines;artificial intelligence;sensitivity;specificity;correlation,wos,13
2.49E+11,2007,finance;credit scoring;retailing;multivariate statistics;artificial intelligence,wos,23
2.49E+11,2007,mobile robots;autonomous vehicles;intelligent agents;software;and artificial intelligence,wos,8
2.49E+11,2007,centroid-contour distance;fuzzy sets;pda;artificial intelligence,wos,3
2.49E+11,2007,heuristics;agent-based systems;artificial intelligence,wos,2
2.49E+11,2007,artificial intelligence;programming and algorithm theory;surface mount technology,wos,7
2.49E+11,2003,information retrieval;project extranet;knowledge-based systems;frame-based knowledge representation;information overload;classification standards;information technology;construction project management;artificial intelligence,wos,0
2.49E+11,2003,crime prevention;cpted;fuzzy set theory;parking garage;garage safety;artificial intelligence;fuzzy control;expert systems,wos,0
2.49E+11,2003,artificial intelligence;neural networks;signal processing;geotechnical;engineering;ground anchorages,wos,0
2.49E+11,2003,personal computers;internet;high performance computing;artificial intelligence;genetic algorithms;neural networks;structural analysis;structural design;structural optimization. finite element methods;geotechnical engineering;water engineering;and construction engineering,wos,2
2.49E+11,2007,programming-by-demonstration;programming-by-example;artificial intelligence;example-and demonstration-based interfaces,wos,1
2.49E+11,2007,virtual organizations;trustcom project;brein project;service oriented architecture;artificial intelligence;grid,wos,0
2.49E+11,2007,acoustic noise;artificial intelligence;speech analysis;speech recognition,wos,3
2.49E+11,2007,natural gas;gas cycling;artificial intelligence,wos,2
2.49E+11,2007,knowledge discovery;artificial neural networks;natural language processing;artificial intelligence,wos,3
2.49E+11,2007,artificial intelligence;logic programming;answer set semantics;value invention,wos,26
2.49E+11,2007,artificial intelligence;telecommunications industry;expert systems;enterprise information systems,wos,11
2.49E+11,2007,decision support systems;matlab;artificial intelligence;regional economy;web-based,wos,0
2.49E+11,2007,multi-agents system;task decomposition;coordination;distributed artificial intelligence,wos,0
2.49E+11,2007,artificial intelligence;image recognition;feature extraction;image classification;face recognition,wos,0
2.49E+11,2007,terms-image classification;information retrieval;pattern recognition;artificial intelligence;algorithms,wos,7
2.49E+11,2007,colour harmony;colour association;aesthetic design;product colour;optimum design;genetic algorithm;artificial intelligence,wos,26
2.49E+11,2007,perg;pattern electroretinogram;spoc;expert systems;cursoring;noise;coloured noise;gaussian noise;artificial intelligence;perturbation;www.liverpooleye.org;matsoap,wos,2
2.50E+11,2007,artificial intelligence;computer programmes;organic compounds,wos,4
2.50E+11,2007,physicochemical;formulation;solid dispersion;nanoparticle;statistics;artificial intelligence,wos,34
2.50E+11,2007,artificial intelligence;fault diagnosis;fault isolation;genetic algorithms (gas);road transportation,wos,4
2.50E+11,2007,bioreactor;modeling;optimization;parameter estimation;temperature effect;artificial intelligence,wos,21
2.50E+11,2007,artificial intelligence;decentralized systems;multivariable systems;interactive space;virtual reality,wos,0
2.50E+11,2007,darpa urban challenge;autonomous vehicles;artificial intelligence;robotics,wos,0
2.50E+11,2007,anatomy;artificial intelligence;knowledge model;medical knowledge;ontologies;semantic matching,wos,49
2.50E+11,2007,multi-agent systems;artificial intelligence (ai);rural logistics system;quick response ability (qra);selection and evaluation,wos,0
2.50E+11,2007,artificial intelligence;flood forecasting;model response;over-fitting;support vector machines;under-fitting,wos,68
2.50E+11,2007,handwriting recognition;isolated handwritten characters;artificial neural networks;artificial intelligence,wos,2
2.50E+11,2007,expert systems;knowledge-based systems;yarn faults;case-based reasoning;rule-based reasoning;textiles;artificial intelligence;object-oriented,wos,1
2.50E+11,2007,text classification;index formation;computer science;artificial intelligence;finance;investment,wos,244
2.50E+11,2007,artificial intelligence;cooperative systems;power distribution protection;underground power distribution lines,wos,12
2.50E+11,2006,artificial immune system;artificial intelligence;neural networks;online algorithm;process monitoring;self-organizing maps,wos,1
2.50E+11,2006,artificial intelligence;genetic algorithms;stock analysis;candlestick method,wos,0
2.50E+11,2007,pid control;pid tuning;parameter optimization;genetic algorithm;artificial intelligence,wos,19
2.50E+11,2007,agents;distributed artificial intelligence;distributed computer control systems;intelligent manufacturing systems;industrial control,wos,50
2.50E+11,2007,computer vision;automatic understanding;artificial intelligence,wos,0
2.50E+11,2007,online auction fraud;extrema avoidence;prediction;software bidding agent;artificial intelligence,wos,0
2.50E+11,2007,neurotic agent;bot;emotions;artificial intelligence;real-time strategy games,wos,2
2.50E+11,2007,intelligent grinding;database;artificial intelligence methods;grinding kinematics,wos,4
2.50E+11,2007,feature selection;artificial intelligence;company wealth and intra sectoral firm behaviours,wos,0
2.50E+11,2007,virtual enterprise;concurrent engineering;enterprise selection;artificial intelligence,wos,3
2.50E+11,2007,adaptive control;artificial intelligence;fuzzy control;intelligent control;internal combustion engines;neural networks;nonlinear systems;optimal control,wos,17
2.50E+11,2007,artificial intelligence;intelligent agents;human-computer interaction;heuristic evaluation;cognitive trajectory;interaction;application,wos,0
2.50E+11,2007,distributed data mining;distributed artificial intelligence;cooperative agents;learning agents,wos,0
2.50E+11,2007,artificial intelligence;perceptual reasoning;computer graphics;computational geometry and object modelling;document and text processing;graphics recognition and interpretation,wos,1
2.50E+11,2007,intelligent engineering;algorithms;model theory;artificial intelligence,wos,0
2.50E+11,2007,artificial intelligence;learning;self-improving;autogeny;complexity barrier;bootstrap fallacy,wos,4
2.51E+11,2007,image registration;mutual information;multimodality;particle swarm optimization;artificial intelligence,wos,5
2.51E+11,2007,ant colony optimization;ca;geographical simulation;artificial intelligence,wos,24
2.51E+11,2008,high-tech virtual enterprise;information management mechanism;integrated information management system;distributed artificial intelligence;workflow;web services,wos,0
2.51E+11,2008,meta-reasoning;situation calculus;logic programming;artificial intelligence,wos,0
2.51E+11,2006,aiml;e-learning;artificial intelligence;tutoring on line;knowledge management;natural language,wos,0
2.51E+11,2007,emotions;artificial intelligence;computational simulation,wos,1
2.51E+11,2006,robotics;artificial intelligence;zoomorphism;illusion;automata;android;animacy,wos,12
2.51E+11,2007,rfid;infrastructure;artificial intelligence;ai;security;privacy,wos,0
2.51E+11,2007,livestock and poultry farm odours;electronic nose;expert systems;neural networks;artificial intelligence,wos,14
2.51E+11,2007,humanoid robot;biped locomotion;zero-moment point (zmp);semi-inverse method;active exoskeleton;power enhancement;active suit;force-position control;artificial intelligence;dynamic control;decentralized control,wos,9
2.51E+11,2006,artificial intelligence;genetic algorithm;intelligence character;game;action pattern learning,wos,0
2.51E+11,2006,artificial intelligence;agent;communication;internet;grooming;predator;child victimization;sex crime,wos,0
2.51E+11,2007,artificial intelligence;classification;cone penetration test;liquefaction;support vector machines,wos,74
2.51E+11,2007,digital images;artificial intelligence;histogram equalization;outlier,wos,0
2.51E+11,2007,soft-computing and schrodinger equation;genetic algorithm;artificial intelligence driven solution of schrodinger equation,wos,2
2.51E+11,2007,time series forecasting;qubit neural networks;artificial neural networks;artificial intelligence;quantum computing,wos,2
2.51E+11,2007,multi-agent systems;artificial intelligence;water pollution diagnosis;environmental protection,wos,0
2.51E+11,2007,artificial intelligence;intelligent agents;human-computer interaction;virtual home assistance;information systems;object attribute tables,wos,0
2.51E+11,2007,artificial intelligence;hypopnea detection;signal processing;wavelet,wos,1
2.51E+11,2007,modelling;simulation;artificial intelligence;diagnostics;systems experts;shannon entropy;clinical analysis and neural networks,wos,0
2.51E+11,2008,evolutionary algorithms;school timetabling problem;educational organizations;computer application;artificial intelligence,wos,38
2.51E+11,2007,web intelligence;artificial intelligence;internet technology;grid computing;virtual communities,wos,0
2.51E+11,2007,artificial intelligence;heuristics;approximation algorithms;office-space-allocation,wos,11
2.51E+11,2007,artificial intelligence;isaac asimov;philip k. dick;film;anne foerst;william gibson;literature;movies;religion;robotics;science fiction;theology,wos,3
2.51E+11,2007,genetic programming;time efficient gp;robot exploration;artificial intelligence,wos,0
2.51E+11,2007,homeland security;artificial intelligence;electrical machines;fault diagnosis,wos,1
2.51E+11,2007,adaptive critic design;dynamic programming;creative learning;neurocontrol;intelligent robots;artificial intelligence,wos,0
2.51E+11,2007,artificial immune system (ais);artificial intelligence;pattern recognition;remote sensing;supervised classification,wos,37
2.51E+11,2007,artificial immune system (ais);artificial intelligence;clonal selection;dimensionality reduction;feature selection;remote sensing,wos,88
2.51E+11,2007,testability integrated design;artificial intelligence;expert systems;simulation system,wos,1
2.51E+11,2007,neural networks;artificial intelligence;transducer application;development,wos,0
2.51E+11,2007,artificial intelligence (ai);case-based reasoning (cbr);similarity calculation;weighst,wos,0
2.51E+11,2007,games;reinforcement learning;graphs;artificial intelligence,wos,0
2.51E+11,2007,multivariate quality control;artificial intelligence;neural networks;computer application,wos,0
2.51E+11,2007,artificial intelligence;semantic modelling;logic formalism,wos,1
2.51E+11,2007,computer vision;visual attention;image processing;artificial intelligence;and neural networks,wos,0
2.51E+11,2007,robot sensing;artificial intelligence;motion planning,wos,0
2.51E+11,2007,concept acquisition;representational re-description;learning;artificial intelligence,wos,0
2.51E+11,2007,multi-agent;collaboration;artificial intelligence;supply chain;manufacturing enterprise,wos,0
2.51E+11,2007,artificial intelligence;over-subscription and preferences planning;incremental planning;reasonable ordering;external information,wos,0
2.51E+11,2007,artificial intelligence;automated planning;goal conflicts;causal-link graph,wos,0
2.51E+11,2007,autonomous robots;ethology;artificial intelligence,wos,4
2.52E+11,2007,artificial intelligence;neural networks;associative memory,wos,0
2.52E+11,2007,wear debris analysis and automation;image processing;artificial intelligence;mathematical and statistical tools;online detection of wear debris;online detection of wear debris,wos,2
2.52E+11,2006,artificial intelligence;autonomous systems;complex systems;evolutionary computation;neural networks;robotics,wos,4
2.52E+11,2007,training systems;game artificial intelligence;autonomous agents;behavior based control;simulation,wos,5
2.52E+11,2007,analog systems;artificial intelligence;diagnostics;machine learning,wos,22
2.52E+11,2007,cognitive science;artificial intelligence;mental mechanisms;computational modeling,wos,7
2.52E+11,2008,competitive intelligence system;competitive intelligence;artificial intelligence;logic model;decision support,wos,0
2.52E+11,2006,logistics management;vehicle routing problem (vrp);artificial intelligence;integer programming model,wos,0
2.52E+11,2008,constraint programming;artificial intelligence;modelling languages,wos,9
2.52E+11,2007,machining parameters;manufacturing;multi-objective optimization;artificial intelligence,wos,0
2.52E+11,2007,quality;finish;abrasive waterjet cutting;artificial intelligence;machine learning;rfwr (receptive field weighted regression),wos,0
2.52E+11,2007,artificial art;evolutionary computation;artificial intelligence;digital art,wos,3
2.52E+11,2007,ambient intelligence;artificial intelligence;ubiquitous computing;context awareness,wos,16
2.52E+11,2007,text mining;digital libraries;information visualization;visual analytics;knowledge discovery;h.5.2 [information interfaces and presentation];user interface;1.2.6 [artificial intelligence];learning 1.2.7 [artificial intelligence];natural language processing,wos,0
2.52E+11,2008,hyperpanometrics;artificial intelligence;complexity chains;decision support;autonomous control;knowledge nets;symbiotic relativity;fuzzy logic;granulation intervals;hyper-dimensions,wos,0
2.52E+11,2006,swarm intelligence;strong artificial intelligence;swarm robotics;biorobotics;biological inspiration;social insects;emergence,wos,11
2.52E+11,2006,spoken dialogue systems;speech recognition;speech understanding;user simulation;artificial intelligence;natural language processing;robust human-computer interaction,wos,14
2.52E+11,2007,artificial intelligence;computational intelligence;fuzzy computing;neural computing,wos,0
2.52E+11,2008,argument;argument modelling;argument recognition;argumentation schemes;artificial intelligence;natural language processing,wos,1
2.52E+11,2008,image classification;information retrieval;pattern recognition;artificial intelligence;algorithms,wos,41
2.52E+11,2007,adaptive network-based fuzzy inference system (anfis);artificial intelligence;modeling;principal component analysis (pca);sugar industry;wastewater treatment,wos,17
2.52E+11,2007,mental model;cognitive science;creative reasoning;constructive reasoning;artificial intelligence,wos,0
2.52E+11,2008,cellular manufacturing;alternative process plans;artificial intelligence;search space,wos,2
2.52E+11,2007,artificial intelligence;evolutionary computation;back-propagation neural networks;genetic algorithms;nonlinear behaviour;mining seismicity,wos,0
2.52E+11,2007,fault analysis and prevention;artificial neural networks;artificial intelligence;rotating machinery;ball bearing failures;predictive monitoring,wos,0
2.53E+11,2008,automated knowledge extraction agent (akea);artificial intelligent;natural language identity (aini);natural language processing (nlp);artificial intelligence (ai),wos,0
2.53E+11,2007,artificial intelligence;agent;semantic web services composition;ontology,wos,0
2.53E+11,2007,fuzzy logic;reasoning under uncertainty;languages and software systems;logic in artificial intelligence,wos,5
2.53E+11,2008,cooperative/collaborative learning;evaluation methodologies;knowledge management;undergraduate education;european credit system;artificial intelligence;groupware,wos,8
2.53E+11,2007,filtering;visual tracking;immune system;artificial intelligence,wos,0
2.53E+11,2007,robotics;occupancy grids;machine learning;artificial intelligence,wos,0
2.53E+11,2008,bayesian networks;graphical probability models;knowledge representation;multi-entity bayesian network;probabilistic logic;uncertainty in artificial intelligence,wos,61
2.53E+11,2008,permeability;coactive neuro-fuzzy inference systems;genetic algorithm;petrophysical data;artificial intelligence,wos,16
2.53E+11,2007,artificial intelligence;cognitive computer vision;qualitative spatial and temporal reasoning;inductive logic programming,wos,0
2.53E+11,2008,simulation tool;building energy performance;artificial intelligence;artificial neural networks;inverse model,wos,38
2.53E+11,2007,harmonic detection;artificial intelligence;artificial neural networks,wos,0
2.53E+11,2008,glycosylation;n-linked;complex-type;high mannose;glycan branching patterns;cho cells;neural networks;artificial intelligence;endoplasmic reticulum;golgi apparatus,wos,5
2.53E+11,2008,artificial intelligence;genetic algorithms;manufacturing;scheduling,wos,1
2.53E+11,2008,interactive algorithm visualization;pedagogy;design;evaluation;human factors;artificial intelligence,wos,6
2.53E+11,2008,optimization;particle swarm;simulation;swarm intelligence;multi-agent systems;distributed artificial intelligence;hunt strategies;persecution's game,wos,3
2.53E+11,2008,conditional probability;knowledge representation;artificial intelligence;value-added treatment;reliability factor,wos,3
2.53E+11,2008,artificial intelligence;associative memories (ams);neural networks (nns);pattern recognition (pr),wos,39
2.53E+11,2008,classifier combination;decision forests;decision trees;learning (artificial intelligence);machine learning;multivariate decision trees;pattern classification;pattern recognition,wos,15
2.53E+11,2007,classification tree;ant colony optimization;evolutionary algorithms;metaheuristics;artificial intelligence,wos,1
2.53E+11,2007,software architecture design;quality-driven mechanisms;artificial intelligence techniques;tool support,wos,2
2.53E+11,2007,artificial intelligence;reconfigurable;information management;data acquisition,wos,0
2.53E+11,2007,intelligent pedagogical agent;artificial intelligence;virtual learning;virtual expeditions,wos,0
2.53E+11,2007,human-computer interface;computer vision;image processing;artificial intelligence;intelligent wheelchair,wos,0
2.53E+11,2007,decision support systems;finance;production statistics;artificial intelligence;explanation,wos,0
2.53E+11,2007,distributed artificial intelligence;intelligent agents,wos,2
2.53E+11,2008,farm management;simulation modeling;optimization;artificial intelligence,wos,8
2.53E+11,2007,human motion capture;humanoid;real and synthetic images;matching;calibration;biomechanical & graphic model;computer vision techniques;perceptual & multimodal interfaces;artificial intelligence;agents,wos,2
2.53E+11,2007,intelligent tutoring systems;intelligent agents;distance learning;artificial intelligence,wos,2
2.53E+11,2007,decision-support system;artificial intelligence;oral bone diseases;bayes theorem,wos,8
2.53E+11,2007,shape analysis;separation logic;loop invariant inference;inductive recursion synthesis;artificial intelligence,wos,4
2.53E+11,2007,multi-agent;artificial intelligence;negotiation mechanism;collaborative management mechanism;supply chain,wos,0
2.53E+11,2007,retail banking;atm;electronic services optimization;agent technologies;multi-agent;agent oriented systems;artificial intelligence,wos,0
2.54E+11,2007,games;application;difficulty control;game artificial intelligence;user adaptive programming,wos,0
2.54E+11,2008,artificial intelligence;genetic programming;particle swarm;differential evolution;portfolio selection;data mining;formal grammars;quantitative portfolio management,wos,5
2.54E+11,2008,spectral-spatial imaging;cri-mls software;neural networks;artificial intelligence;cytology;cytopathology,wos,11
2.54E+11,2008,artificial immune system (ais);artificial intelligence;job-shop scheduling problem (jssp);particle swarm optimization (pso);vaccination,wos,60
2.54E+11,2008,education;artificial intelligence;naive bayesian classifier;radiotherapy;brain tumour,wos,24
2.54E+11,2008,artificial intelligence;expert systems;water-saving irrigation;towed water-saving irrigation mechanization technology,wos,0
2.54E+11,2007,artificial intelligence;neural networks;induction motor;faults;protection;relays,wos,22
2.54E+11,2008,artificial intelligence;connectionism;symbolic paradigm;situated cognition,wos,12
2.54E+11,2008,visual selective attention;algorithmic lateral inhibition;accumulative computation;neurophysiological models;artificial intelligence;computer vision,wos,3
2.54E+11,2008,artificial intelligence;human factors engineering;information systems;neural networks,wos,4
2.54E+11,2008,wind waves prediction;artificial intelligence;numerical wave model;lake superior,wos,27
2.54E+11,2008,artificial intelligence;artilects;neuroengineering;morality;hugo de garis,wos,0
2.54E+11,2007,humanism;posthumanism;transhumanism;biotechnology;artificial intelligence (ai);genetic discrimination,wos,2
2.54E+11,2008,virus;optimization;metaheuristics;artificial intelligence;steiner tree,wos,15
2.54E+11,2008,multiple criteria;decision making;construction works;technological card;artificial intelligence,wos,1
2.54E+11,2008,knowledge-based systems;artificial intelligence;data mining;machine learning;immunodeficiencies;decision support systems;pidexpert,wos,4
2.54E+11,2008,novelty detection;artificial intelligence;mars rover;autonomy;conceptual representations;multimodality;hidden layer representations;auto-encoders,wos,0
2.54E+11,2007,knowledge;knowledge management;wisdom;wisdom management;al;artificial intelligence,wos,0
2.54E+11,2008,agency;artificial intelligence;computer chess;deep blue;human identity,wos,1
2.54E+11,2007,robot;robotics;artificial intelligence;ethical rules;roboethics;persona,wos,0
2.54E+11,2008,artificial technologies;sustainable development;breaking system;systems engineering;virtual reality;artificial intelligence,wos,3
2.54E+11,2008,neighborhood counting similarity;probability;density estimation;classification;artificial intelligence,wos,4
2.54E+11,2008,metonymy;geographic information retrieval;gir 2000 mathematics subject classification : 68t50 computer science;artificial intelligence;natural language processing/68t35 computer science;languages and software systems,wos,5
2.54E+11,2007,artificial intelligence;machine learning;collision avoidance;reinforcement learning;navigation;air traffic control,wos,0
2.54E+11,2007,anomaly detection;artificial intelligence;communication network;one class support vector machines;performance management;time series,wos,4
2.54E+11,2008,analysis of algorithms;artificial intelligence;constraint logic programming;dynamic pricing;revenue management;simulation,wos,3
2.54E+11,2007,artificial intelligence;logic programming;non-monotonic reasoning;disjunctive logic programming;answer set programming;deductive databases;stable model semantics,wos,12
2.54E+11,2007,artificial intelligence;logic programming;non-monotonic reasoning;answer set programming;heuristics;stable models;efficient evaluation,wos,4
2.54E+11,2008,artificial intelligence;fuzzy rules;erythemal uv irradiance;space weather forecast,wos,0
2.54E+11,2008,production planning;scheduling;artificial intelligence,wos,4
2.54E+11,2008,computerised medical record;family practice;incidence;prevalence;artificial intelligence,wos,11
2.54E+11,2008,machine learning;statistics;operations research;data mining;artificial intelligence,wos,12
2.54E+11,2007,artificial intelligence;artificial neural networks;dyspepsia;h. pylori infection,wos,4
2.54E+11,2007,acute lower gastrointestinal bleeding;acute lower gastrointestinal hemorrhage;artificial intelligence;artificial neural networks;gastrointestinal bleeding;gastrointestinal hemorrhage;risk stratification,wos,13
2.54E+11,2008,dynamic routing;knowledge-based systems;artificial intelligence,wos,1
2.54E+11,2008,dynamic routing;pathfinding;artificial intelligence;manet,wos,1
2.54E+11,2006,multi agent system;tour itinerary planning;case-based reasoning;fuzzy;logic;artificial intelligence,wos,0
2.54E+11,2006,artificial intelligence in chemistry;genetic algorithms;neural networks;tabu search;polysiloxanes,wos,0
2.54E+11,2007,artificial intelligence;expert systems;reasoning;keel technology;dynamic graphical language,wos,0
2.54E+11,2007,cognitive radio;artificial intelligence;neural networks;cognitive radio engine;genetic algorithms,wos,3
2.54E+11,2008,bioprocesses;bioreactor;hybrid modelling;mixture ofexperts;expectation maximization;artificial intelligence;wastewater treatment;control,wos,15
2.55E+11,2007,supply chain management;artificial intelligence;routes optimization;ants theory;genetic algorithms;modeling;simulation,wos,0
2.55E+11,2007,classification;color;artificial intelligence;training supervised;matrix of moments,wos,0
2.55E+11,2007,knowledge representation;artificial intelligence;logic programming;deception detection,wos,0
2.55E+11,2007,fractional-order controller design;fractional calculus;design specifications;optimization;artificial intelligence,wos,8
2.55E+11,2008,ethanol fermentation;parameter estimation;modeling;optimization techniques;artificial intelligence,wos,1
2.55E+11,2008,fault detection;fault diagnosis;artificial intelligence techniques;online expert systems,wos,18
2.55E+11,2007,artificial intelligence;computer applications computer fault diagnosis;expert systems;power system restoration,wos,0
2.55E+11,2008,i.2.10 [artificial intelligence]: vision and scene understanding;modeling and recovery of physical attributes;i.3.0 [computer graphics]: picture/image generation;viewing algorithm,wos,0
2.55E+11,2008,h.1.2 [models and principles]: user/machine systems;human information processing;1.2.6 [artificial intelligence]: learning;connectionism and neural nets,wos,1
2.55E+11,2007,artificial intelligence;machine learning;connectionism;speech recognition,wos,0
2.55E+11,2007,mobile ad-hoc networks;routing and distributed artificial intelligence,wos,0
2.55E+11,2008,neural network modeling;artificial intelligence;materials engineering,wos,0
2.55E+11,2007,transmission planning;electricity deregulation;artificial intelligence;goal attainment,wos,0
2.55E+11,2007,artificial intelligence;differential evolution algorithm;digital filters;design;non-standard amplitude characteristics,wos,6
2.55E+11,2008,artificial intelligence;user preferences;product design,wos,2
2.55E+11,2008,artificial intelligence;pattern recognition;automated;cluster analysis;feature selection;spectrometry;mass;surface enhanced laser ionization/desorption mass spectrometry,wos,14
2.55E+11,2008,optical tomographic imaging;classification;artificial intelligence;self-organizing maps,wos,1
2.55E+11,2008,negotiation e-commerce;open agent systems;scalability;artificial intelligence;agents;integer programming;optimization,wos,8
2.55E+11,2007,artificial intelligence;computer-linguistic;natural language processing;automatic syntactic analysis,wos,1
2.55E+11,2008,decision support systems;expert systems;data mining;machine learning;support vector machines;optimization;artificial intelligence;hospital referral;hospital quality,wos,16
2.55E+11,2007,artificial intelligence;go game;monte carlo;uct;heuristics,wos,0
2.55E+11,2007,optimization;artificial intelligence;strategic game;genetic algorithms,wos,0
2.55E+11,2007,artificial intelligence;intelligence systems;learning systems;neural networks;data mining;management tool,wos,0
2.55E+11,2007,load balancing;fuzzy logic;artificial intelligence;expert systems;distribution systems,wos,0
2.55E+11,2007,games in education;artificial intelligence;computer science,wos,0
2.55E+11,2008,artificial intelligence;artificial neural networks;evolutionary computation;genetic programming;gene expression programming;rainfall;runoff,wos,51
2.56E+11,2008,artificial intelligence;brain;frame problem;mind;rules of conduct,wos,15
2.56E+11,2008,artificial intelligence;constraint satisfaction;parameterized algorithms,wos,31
2.56E+11,2008,artificial intelligence;deductive databases;condition monitoring,wos,11
2.56E+11,2008,artificial intelligence;natural language generation;vedic chants;mnemonics,wos,0
2.56E+11,2008,qualitative reasoning and modeling;qualitative simulation;framework for qr modelling;artificial intelligence;naturnet-redime project,wos,19
2.56E+11,2006,industrial planning;heuristic methods;artificial intelligence,wos,0
2.56E+11,2006,artificial intelligence;algorithms;new strategies;task scheduling,wos,0
2.56E+11,2007,epilepsy;signal processing;biomedical signal processing;multi-agent systems;distributed artificial intelligence;behaviour approach,wos,0
2.56E+11,2008,art therapy assessments;color-related rating elements;main color;computer system;expert systems;artificial intelligence,wos,12
2.56E+11,2008,single nucleotide polymorphism;computational geometry;artificial intelligence;algorithms;protein conformation;statistical models;complex disease;tertiary protein structure;computational biology;amino acid substitution,wos,17
2.56E+11,2007,transmission line protection;tcsc;artificial intelligence;facts,wos,4
2.56E+11,2007,artificial intelligence;power systems;optimization and hybridization,wos,2
2.56E+11,2008,artificial intelligence;game development;data mining,wos,0
2.56E+11,2008,artificial intelligence (ai);cellular systems;knowledge-based systems;paging;paging area (pa);rule-based paging strategy (rbps);wireless communication,wos,7
2.56E+11,2006,transmission expansion planning;genetic algorithm;differential evolution algorithm;artificial intelligence,wos,4
2.56E+11,2008,alan turing;artificial intelligence;creativity;halting problem;lady lovelace's objection;mathematical objection;turing test,wos,6
2.56E+11,2008,artificial intelligence;classical ai research programs;rationalist epistemology;dreyfus's critique;falsifying rationalist theory of knowledge,wos,2
2.56E+11,2008,artificial intelligence;probability;alternative approaches;randomness;uncertainty,wos,0
2.56E+11,2008,web usage mining;clustering methods;simulation;artificial intelligence;markov chain,wos,21
2.56E+11,2007,artificial intelligence;ambient intelligence;multi-agent systems;agency for integration;diffusion and archive of medical information;data warehousing;medical applications,wos,12
2.56E+11,2008,system planning;tabu search;genetic algorithm;mathematical programming;artificial intelligence;iterative improvement methods,wos,25
2.56E+11,2007,computer vision;image processing;artificial intelligence,wos,0
2.56E+11,2008,autonomic systems;autonomic dbms;data mining;classification;workload characterization;decision support systems;on-line transaction processing;dss;oltp;self-managed dbms;database management system;performance tuning;applied artificial intelligence,wos,0
2.56E+11,2008,case-based reasoning;slope;design;artificial intelligence,wos,5
2.56E+11,2008,rule-based knowledge;conditional probability;vector matrices;artificial intelligence;similarity,wos,0
2.56E+11,2008,cognitive science;information security;reverse engineering;artificial intelligence;computational intelligence,wos,1
2.56E+11,2008,a* algorithm;artificial intelligence;layout design;gratings manufacturing,wos,1
2.56E+11,2007,prefrontal cortex;planning;chores;artificial intelligence;partial-order,wos,5
2.57E+11,2008,survey;transformers;transformer design;transformer design optimization;numerical techniques;artificial intelligence;equivalent circuit models;experimental models,wos,14
2.57E+11,2008,process planning;artificial intelligence;neural networks,wos,8
2.57E+11,2008,artificial intelligence;cognitive models;inverse problem;reactive agents;temperature formation,wos,3
2.57E+11,2008,hydrogels;swelling behavior;neural networks;artificial intelligence,wos,15
